LotFrontage,LotArea,MasVnrArea,HeatingQC,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageCars,SalePrice,MSZoning_Residential,LotShape_Reg,LandContour_NotLvl,LotConfig_CulDSac,LotConfig_Inside,LotConfig_Other,LandSlope_Mod,LandSlope_Sev,Condition1_Norm,Condition1_Pos,Condition1_RR,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,OverallQualCond,Age,Rem_Age,RoofStyle_Hip,RoofStyle_Other,RoofMatl_NotShingle,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_VinylSd,Exterior1st_Wood,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_VinylSd,Exterior2nd_Wd Shng,Exterior2nd_Wood,MasVnrType_NA,MasVnrType_None,MasVnrType_Stone,ExterQualCond,Foundation_CBlock,Foundation_Other,Foundation_PConc,Bsmt_Score,Heating_NotGasA,CentralAir_Bin,Electrical_SBrkr,TotalSF,KitchenScore,Fireplace_Score,GarageType_Detchd,GarageType_NA,GarageType_Other,Gar_Age,GarageFinish_NA,GarageFinish_RFn,GarageFinish_Unf,GarageScore,PavedDrive_Y,Porch_Deck_SF,PoolScore,Shed,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_Con,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Normal,SaleCondition_Other,SaleCondition_Partial,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
9.470240063415512,12968,0.0,3,0,912,2,0,2,4,4,1,0.3049044415509318,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,46,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,1,0,0,6633.0,0,1,1,6.816527020554952,3,0,1,0,0,46.0,0,0,1,422.36865375083914,1,316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.273502946933823,10652,306.0,5,0,1494,2,0,3,7,4,3,0.285339449333634,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,1,0.0,0,1,1,7.592461271901843,4,4,0,0,0,1.0,0,1,0,810.838625073253,1,193,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.298351249298896,10920,212.0,3,0,1253,2,1,2,5,4,1,0.30228043238058544,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,48,48,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,6597.0,0,1,1,7.300755569456199,3,2,0,0,0,48.0,0,1,0,422.36865375083914,1,389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.719317375506371,6120,0.0,5,0,854,1,0,2,5,4,2,0.30756903275811065,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,56,78,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0.0,0,1,0,6.704888782521157,3,0,1,0,0,16.0,0,0,1,611.0286451617189,1,160,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.327323087461798,11241,180.0,5,0,1004,2,0,2,5,4,2,0.30386548517032336,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,42,40,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,5202.0,0,1,1,6.957337510939353,3,3,0,0,0,40.0,0,0,0,532.952126908461,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.286467732363734,10791,0.0,3,0,1296,2,0,2,6,4,2,0.3195771718380609,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,20,39,39,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,1,0,0.0,0,1,1,6.354969788489741,6,0,0,0,1,39.0,0,0,1,562.6512509073474,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.524786081697178,13695,0.0,5,0,1114,2,1,3,6,4,2,0.3018980358900045,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,25,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,1,5813.999999999999,0,1,1,7.115200646179176,4,0,1,0,0,4.0,0,0,1,611.0286451617189,1,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.930626469173578,7560,0.0,3,0,1339,1,0,3,6,3,1,0.3059838607060835,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,51,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,1,0,0,4536.0,0,1,1,7.210435751480199,3,0,0,0,0,51.0,0,0,1,369.033214310144,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.5620530240851,14215,380.0,5,0,2376,3,1,4,9,4,3,0.28104223702503056,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.0,0,1,1,7.886779200683632,4,4,0,0,0,1.0,0,1,0,820.230814436899,1,394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.915835074176277,7449,0.0,5,0,1108,1,0,3,6,4,1,0.30589594688073585,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,49,77,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,0,0,1,0.0,0,1,0,6.753296750770361,4,4,0,0,0,77.0,0,0,1,355.77844634551025,0,205,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.184201714366488,9742,281.0,5,0,1795,2,0,3,7,4,2,0.2909559322658992,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,40,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.0,0,1,1,7.906073596421149,4,4,0,0,0,6.0,0,1,0,577.3053624800789,1,330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.348537825386098,4224,0.0,3,0,1060,2,0,3,6,4,2,0.3080626769051482,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,35,31,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,1,10080.000000000002,0,1,1,7.024650821635287,3,3,0,0,0,31.0,0,0,1,607.8440485897244,1,210,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.017483513266844,8246,0.0,5,0,1060,2,0,3,6,4,1,0.30286419110079227,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,40,42,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12,1,0,0,7704.000000000001,0,1,1,7.039030939507937,4,3,0,0,0,42.0,0,0,1,346.2092914385446,1,496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.563107691083898,14230,640.0,5,0,1600,2,0,3,7,4,3,0.28782276395013945,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,1,0.0,0,1,1,7.69215501468529,4,4,0,0,0,2.0,0,1,0,846.769192198681,1,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.881836305004146,7200,0.0,3,0,900,1,1,3,5,4,2,0.3069241139607353,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,35,59,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,1,0,0,6480.0,0,1,1,6.79750396900154,4,0,1,0,0,5.0,0,0,1,611.0286451617189,1,254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.348187438668308,11478,200.0,5,0,1704,3,0,3,7,4,3,0.2827664355737533,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,40,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,1,18270.0,0,1,1,7.821768477254342,4,4,0,0,0,2.0,0,1,0,761.1000207113576,1,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.700207901150696,16321,0.0,3,0,1600,2,0,2,6,4,1,0.2939667357167469,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,49,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,0,0,11493.0,0,1,1,7.646712733206006,3,8,0,0,0,49.0,0,1,0,392.3180832540355,1,546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.752107198329362,6324,0.0,2,0,520,1,0,1,4,4,1,0.3284210179372046,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24,81,58,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,0.0,0,0,1,6.089416428154533,2,0,1,0,0,88.0,0,0,1,233.8826390448142,1,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.047821442478408,8500,0.0,3,0,1317,1,0,3,6,4,1,0.3465724215775732,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,88,58,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0.0,0,0,1,6.9259468537410696,3,0,1,0,0,88.0,0,0,1,241.14902990617063,0,226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.052984561199976,8544,0.0,4,0,1228,1,1,3,6,4,1,0.3037941994367215,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,42,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,1,0,0,0.0,0,1,1,7.268419069336135,4,0,0,0,0,42.0,0,0,1,347.1701441423641,1,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.310095205113175,11049,0.0,5,0,1234,2,0,3,7,4,2,0.2981926150663528,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,1,0.0,0,1,1,7.276219208338641,4,0,0,0,0,1.0,0,1,0,536.2788506752814,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.26407069439715,10552,0.0,4,0,1700,1,2,4,6,4,2,0.30069084130092416,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,25,51,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,1,0,0,9162.0,0,1,1,7.654528613909612,4,4,0,0,0,51.0,0,1,0,505.2350587410439,1,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.89740886527095,7313,246.0,5,0,1561,3,0,2,6,4,2,0.28554443544268404,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,45,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,1,17294.999999999996,0,1,1,7.667871828894664,5,4,0,0,0,2.0,0,0,0,595.0494544486166,1,250,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.504352368122833,13418,132.0,5,0,2452,3,1,4,9,4,3,0.28249069822130357,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,40,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,1,0.0,0,1,1,7.904555484481922,4,4,0,0,0,2.0,0,0,0,700.394599158134,1,145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.2927495082169,10859,0.0,5,0,1097,1,1,3,6,4,2,0.3046935071712353,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25,15,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,1,0.0,0,1,1,7.0914853058242056,3,0,0,0,0,14.0,0,0,1,685.9029778926952,1,456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.05157907959124,8532,650.0,4,0,1297,1,1,3,5,4,2,0.3030615617439273,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,55,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,10917.0,0,1,1,7.356645737762505,3,3,0,0,0,55.0,0,0,0,547.8687813130491,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.977398978181862,7922,0.0,3,0,1057,2,0,3,5,4,1,0.313514296800033,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,35,57,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12,1,0,0,6579.0,0,1,1,7.034726158610191,4,0,1,0,0,57.0,0,0,1,322.87193607395767,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.706159290928861,6040,0.0,3,0,1152,2,0,2,6,4,0,0.32256601932075973,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,20,53,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,1,0.0,0,0,0,6.209801846220029,4,0,0,1,0,0.0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.066239028001926,8658,101.0,5,0,1324,2,0,3,6,4,2,0.30170881682725814,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,41,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,5786.999999999999,0,1,1,7.239601558477831,3,3,0,0,0,41.0,0,1,0,499.29087822676445,1,138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
